id,displayName,description,iconName,source,rarity,price,
Cache Rewards for Nodes,Reckless Plunder,"Scouts are so focused on looting that they unintentionally damage the environment. Increases the chance of bringing back twice as many resources from Abandoned Caches by 100%, but newly discovered resource nodes have fewer charges (-5 charges to small deposits, -15 charges to large deposits).",TradingIcons_52,Cornerstone,Legendary,0,
Hearth HP 500 - HP Bonus,Obsidian Runestone,"A complicated runic structure, designed to shield the hearth from corruption. The Ancient Hearth's resistance to corruption is increased by 400.",runestone_b_05,Cornerstone,Epic,0,
Hauler Break Interval,Travel Rations,"With provisions, haulers don't have to return to the Hearth as often. Increases time between breaks for haulers by +50%.",ForestIcons_101_b,Cornerstone,Epic,0,
2 Hauling Carts in Main Warehouse,Dual Carriage System,Two rainpunk hauling carts will be assigned to the Main Warehouse to help transport resources between buildings.,engeniring_23_b,Cornerstone,Legendary,0,
Hauling Cart in All Warehouses,Hauling Cart,An automated rainpunk cart will be assigned to every warehouse in the settlement to help transport resources between buildings.,en_craft_67,Cornerstone,Legendary,0,
Amber for Sea Marrow,Golden Marrow,"Some fossils contain valuable surprises. Gain 2 <sprite name=""[valuable] amber""> Amber for every 20 <sprite name=""[crafting] sea marrow""> Sea Marrow produced.",NecromancerIcons_18_b,"Cornerstone, Relic",Epic,0,
Crystaline Water,Small Distillery,"The fresh resin still glows softly with the rain's essence. Gain 4 <sprite name=""[metal] crystalized dew""> Crystalized Dew for every 20 <sprite name=""[mat raw] resin""> Resin produced.",en_craft_22,Cornerstone,Legendary,0,
Berries +2,Large Berry Baskets,"+2 to <sprite name=""[food raw] berries""> Berries production. Gain additional <sprite name=""[food raw] berries""> Berries every yield (from gathering, farming, or production).",Icon_Resource_Berries,Relic,Epic,0,
Insects +2,Nets,"+2 to <sprite name=""[food raw] insects""> Insects production. Gain additional <sprite name=""[food raw] insects""> Insects every yield (from gathering, farming, or production).",Icon_Resource_Insects,Relic,Epic,0,
Woodcuters +5,Light Timber,Any Woodcutter can carry 5 additional items.,BagsAndBoxes_74,Relic,Uncommon,0,
Resin +2,Bleeding Trees,"+2 to <sprite name=""[mat raw] resin""> Resin production. Gain additional <sprite name=""[mat raw] resin""> Resin every yield (from gathering, farming, or production).",Icon_Resource_Resin,Relic,Epic,0,
Roots +2,Steel Penknives,"+2 to <sprite name=""[food raw] roots""> Roots production. Gain additional <sprite name=""[food raw] roots""> Roots every yield (from gathering, farming, or production).",Icon_Resource_Roots,Relic,Epic,0,
PlantingRate +30,Fertilizer,Planting crops is 30% faster.,MiningIcons_53_b,Relic,Uncommon,0,
Pack of Crops +2,Industrialized Farming,"+2 to <sprite name=""[packs] pack of crops""> Pack of Crops production. Gain additional <sprite name=""[packs] pack of crops""> Pack of Crops every yield (from gathering, farming, or production).",Icon_Resource_Crops,Relic,Rare,0,
Mushroom +2,Fungal Growth,"+2 to <sprite name=""[food raw] mushrooms""> Mushrooms production. Gain additional <sprite name=""[food raw] mushrooms""> Mushrooms every yield (from gathering, farming, or production).",Icon_Resource_Mushrooms,Relic,Epic,0,
Crystalized Dew +2,Crystal Growth,"+2 to <sprite name=""[metal] crystalized dew""> Crystalized Dew production. Gain additional <sprite name=""[metal] crystalized dew""> Crystalized Dew every yield (from gathering, farming, or production).",Icon_Resource_CrystalizedDew,Relic,Epic,0,
Clay +2,Steel Shovels,"+2 to <sprite name=""[mat raw] clay""> Clay production. Gain additional <sprite name=""[mat raw] clay""> Clay every yield (from gathering, farming, or production).",Icon_Resource_Clay,Relic,Epic,0,
Barrel Recipes,Barrel Schematics,"<sprite name=""[vessel] barrels""> Barrels (<sprite name=grade1>) can now be produced in the Lumber Mill and Smithy.",ScrollsAndBooks_35,Relic,Rare,0,
Copper Ore +2,Steel Drills,"+2 to <sprite name=""[metal] copper ore""> Copper Ore production. Gain additional <sprite name=""[metal] copper ore""> Copper Ore every yield (from gathering, farming, or production).",Icon_Resource_CopperOre,Relic,Epic,0,
Coal +2,Specialized Mining,"+2 to <sprite name=""[crafting] coal""> Coal production. Gain additional <sprite name=""[crafting] coal""> Coal every yield (from gathering, farming, or production).",Icon_Resource_Coal,Relic,Epic,0,
FuelConsumption -33,Secret Techniques of the Firekeeper,An old manuscript detailing long-forgotten burning rites. Fuel burns 33% longer in Hearths.,ScrollsAndBooks_98,Relic,Rare,0,
Meat +2,Nets,"+2 to <sprite name=""[food raw] meat""> Meat production. Gain additional <sprite name=""[food raw] meat""> Meat every yield (from gathering, farming, or production).",Icon_Resource_Meat,Relic,Epic,0,
Sea Marrow +2,Fossil Leaching,"+2 to <sprite name=""[crafting] sea marrow""> Sea Marrow production. Gain additional <sprite name=""[crafting] sea marrow""> Sea Marrow every yield (from gathering, farming, or production).",Icon_Resource_SeaMarrow,Relic,Epic,0,
Copper Tools +2,Advanced Smithing,"+2 to <sprite name=""[tools] simple tools""> Tools production. Gain additional <sprite name=""[tools] simple tools""> Tools every yield (from gathering, farming, or production).",Icon_Resource_SimpleTools,Relic,Epic,0,
Bricks +2,Reinforced Brick Mold,"+2 to <sprite name=""[mat processed] bricks""> Bricks production. Gain additional <sprite name=""[mat processed] bricks""> Bricks every yield (from gathering, farming, or production).",Icon_Resource_Bricks,Relic,Rare,0,
Eggs +2,Egg Containers,"+2 to <sprite name=""[food raw] eggs""> Eggs production. Gain additional <sprite name=""[food raw] eggs""> Eggs every yield (from gathering, farming, or production).",Icon_Resource_Eggs,Relic,Epic,0,
Tea +5,Tea Infuser,"+5 to <sprite name=""[needs] tea""> Tea production. Gain additional <sprite name=""[needs] tea""> Tea every yield (from gathering, farming, or production).",Icon_Resource_Tea,Relic,Epic,0,
Incense +5,Vessel of Incense,"+5 to <sprite name=""[needs] incense""> Incense production. Gain additional <sprite name=""[needs] incense""> Incense every yield (from gathering, farming, or production).",Icon_Resource_Incense,Relic,Epic,0,
Fishmen Lower Negative Mysteries,Airbender,Storm clouds seem softer. All Negative Forest Mysteries require a higher Hostility level (+1) to activate during the Storm.,SpellBook01_19,Relic,None,0,
Skewers +2,Bigger Grill,"+2 to <sprite name=""[food processed] skewers""> Skewers production. Gain additional <sprite name=""[food processed] skewers""> Skewers every yield (from gathering, farming, or production).",Icon_Resource_Skewers,Relic,Uncommon,0,
Parts in Crude Workshop,Forge Trip Hammer,"<sprite name=""[mat processed] parts""> Parts (<sprite name=grade3>) can be produced at the Crude Workstation",SGI_55,Relic,Epic,0,
